Total Population,California County,ZIP,Longitude,Latitude,Ozone Pctl,PM2.5 Pctl,Diesel PM Pctl,Pesticides Pctl,Traffic Pctl,Asthma Pctl,Poverty Pctl,Cardiovascular Disease Pctl
5265,Fresno ,93703,-119.7431686,36.7687041,98.18,97.22,90.85,0.0,48.82,90.94,88.49,62.98
4060,San Bernardino,92354,-117.2531226,34.0583656,100.0,81.66,90.62,76.77,62.1,53.52,91.41,50.95
2392,Los Angeles,90015,-118.2767157,34.0406231,53.02,92.89,97.16,0.0,99.44,84.17,98.06,56.5
3219,Los Angeles,90011,-118.2636361,34.0078219,53.02,92.89,94.04,0.0,60.28,73.07,98.72,70.78
8171,Tulare ,93291,-119.3858168,36.3926684,85.21,97.49,17.36,85.7,26.98,44.23,89.96,35.49
3990,Los Angeles,90806,-118.1915444,33.793484,31.84,66.23,83.63,0.0,54.86,88.78,96.13,73.64
4065,Los Angeles,90744,-118.2581968,33.787324,31.84,66.23,86.35,47.92,70.66,78.81,84.19,78.89
3813,Los Angeles,91502,-118.3112874,34.1710001,77.87,81.66,82.66,0.0,91.64,39.05,57.36,33.89
2047,Sacramento ,95814,-121.4904629,38.5772072,53.02,40.92,84.44,0.0,21.21,85.31,74.72,72.0
467,San Francisco,94124,-122.3685424,37.7231655,7.58,30.7,99.04,0.0,10.7,97.97,76.15,69.26
5451,Kern ,93263,-119.2738672,35.4961858,91.1,99.64,29.65,75.38,9.07,52.11,97.9,85.94
3603,Los Angeles,91766,-117.7362111,34.0260693,82.1,92.89,69.25,0.0,87.35,78.61,61.94,76.75
9049,Madera ,93610,-120.1431313,37.0986965,85.21,83.99,12.78,86.46,28.17,63.96,72.82,82.73
4114,Los Angeles,91411,-118.4588522,34.1765494,77.87,66.23,77.35,0.0,93.7,72.86,40.21,86.72
5160,San Diego,92102,-117.127118,32.708779,22.34,66.23,98.56,0.0,50.11,90.13,95.84,49.35
3803,Orange ,90631,-117.945541,33.9244375,53.02,66.23,48.18,0.0,61.5,61.61,74.63,70.4
5718,Los Angeles,90022,-118.1520851,34.0216887,53.02,81.66,88.76,0.0,72.1,71.81,82.04,88.88
5200,Los Angeles,90221,-118.199065,33.8932111,40.49,81.66,80.71,0.0,49.63,88.46,93.35,94.68
3314,Los Angeles,91745,-117.9679168,34.0114015,64.8,81.66,68.14,0.0,93.37,51.64,61.77,73.56
3314,Fresno ,93705,-119.8255712,36.7686654,91.1,97.22,91.89,0.0,28.44,95.35,92.76,83.03
4016,San Joaquin,95336,-121.210707,37.798966,69.23,92.89,54.65,73.1,30.64,94.99,81.22,90.33
3664,Los Angeles,90044,-118.2983324,33.9355949,40.49,81.66,66.62,0.0,49.5,95.75,78.4,90.13
3520,Los Angeles,90015,-118.2723121,34.046851,53.02,92.89,97.71,0.0,97.84,82.38,93.01,51.42
3823,Los Angeles,90037,-118.2771882,33.9923979,53.02,92.89,79.39,0.0,99.59,46.78,98.76,17.24
3890,Los Angeles,90304,-118.3633462,33.9436514,40.49,81.66,92.58,53.84,94.66,74.54,93.89,78.31
5000,Los Angeles,91352,-118.3719094,34.2107757,77.87,81.66,92.92,0.87,75.61,83.12,71.3,56.09
2997,Santa Clara,95020,-121.5244284,37.018124,25.87,8.67,28.46,97.23,36.33,74.19,54.42,75.65
5276,Fresno ,93727,-119.6911738,36.7433669,98.18,97.22,77.09,62.19,20.6,82.37,73.19,80.64
4368,Stanislaus ,95307,-120.9580147,37.584981,77.87,92.89,59.09,66.69,81.33,49.89,88.49,88.27
4389,Los Angeles,90004,-118.2961539,34.081365,60.88,92.89,89.58,0.0,98.32,59.24,92.26,21.46
3371,Los Angeles,91733,-118.0426123,34.0596017,60.88,81.66,68.24,0.0,54.92,62.69,76.42,62.0
3424,Los Angeles,90044,-118.2940128,33.9353608,40.49,81.66,75.51,0.0,54.28,95.75,96.39,90.13
6782,Riverside ,92507,-117.3222236,34.0130557,98.18,92.89,63.6,0.0,73.12,71.35,71.3,54.63
5059,Los Angeles,90301,-118.3657334,33.9509443,53.02,81.66,92.58,5.54,97.91,90.04,61.77,90.33
4510,Los Angeles,90804,-118.1621912,33.7844124,31.84,66.23,78.13,0.0,68.39,87.93,93.48,79.83
5048,Riverside ,92553,-117.2393048,33.9100517,98.18,92.89,45.55,0.0,46.13,74.16,89.25,73.56
5478,Ventura ,93030,-119.2319857,34.2098935,40.49,40.92,28.19,99.76,38.49,92.22,33.75,91.9
5551,Los Angeles,90029,-118.296037,34.0872608,60.88,92.89,90.12,0.0,92.91,76.08,85.41,75.07
1987,Stanislaus ,95367,-120.9332632,37.7365093,73.93,92.89,31.85,66.27,29.01,60.75,89.13,82.3
13709,Merced ,93635,-120.8012173,37.0786355,73.93,92.89,16.47,75.24,18.17,95.85,80.87,98.93
4165,Los Angeles,91606,-118.365403,34.192132,77.87,81.66,93.69,0.0,66.93,45.61,86.79,46.38
5205,Los Angeles,91706,-117.9513657,34.0839121,73.93,66.23,70.86,0.0,26.72,52.46,76.87,51.84
3119,Los Angeles,90037,-118.2978735,34.0017243,53.02,92.89,74.8,0.0,67.48,85.96,90.47,68.83
7682,Tulare ,93219,-119.3058575,35.8580543,91.1,97.92,10.62,88.68,8.81,55.3,96.59,58.12
2319,Los Angeles,91745,-117.9561887,34.006504,64.8,81.66,68.14,0.0,96.25,51.64,72.13,73.56
1122,Sacramento ,95814,-121.4916773,38.5854811,53.02,40.92,53.6,0.0,21.01,94.84,86.66,93.99
6202,Riverside ,92509,-117.4882782,34.0225503,91.1,94.96,44.17,16.27,84.35,35.39,76.72,52.94
4753,Los Angeles,91405,-118.4290714,34.1953384,77.87,66.23,55.28,0.0,78.54,48.02,72.47,56.14
4183,Los Angeles,90723,-118.1515696,33.899999,40.49,81.66,64.67,0.0,38.19,65.08,72.02,78.51
5400,Los Angeles,90640,-118.0998041,34.0116507,53.02,81.66,52.48,0.0,67.01,48.88,76.22,64.44
8107,Sacramento ,95828,-121.4173852,38.4893046,60.88,40.92,50.08,0.0,58.82,87.08,78.3,83.42
3151,Los Angeles,90640,-118.1174056,34.0035288,53.02,81.66,61.34,13.85,53.69,62.44,73.41,82.43
4582,San Francisco,94124,-122.3861386,37.7277547,7.58,30.7,99.23,0.0,19.06,97.97,55.54,69.26
5723,Fresno ,93726,-119.7814652,36.7868839,98.18,97.22,93.68,0.0,56.29,93.58,90.8,63.75
2773,Los Angeles,90007,-118.2923015,34.0306568,53.02,92.89,93.4,0.0,72.79,66.84,98.06,59.07
2823,Los Angeles,90301,-118.357722,33.962383,53.02,81.66,92.58,0.0,44.18,90.29,83.93,90.89
4638,Los Angeles,91606,-118.4146718,34.193033,77.87,69.14,67.22,0.0,86.68,68.62,79.42,80.99
4923,Los Angeles,91770,-118.0761336,34.0670912,60.88,69.14,71.05,0.0,94.34,33.25,62.41,25.3
3450,Alameda ,94606,-122.246184,37.7875675,7.58,30.7,94.93,0.0,87.3,90.84,86.12,36.94
7094,Orange ,92801,-117.9482327,33.843269,53.02,66.23,51.49,13.33,98.96,69.68,72.82,87.38
10460,Imperial ,92243,-115.4937382,32.775654,77.87,42.86,16.79,89.92,37.92,61.19,71.68,79.59
4844,Los Angeles,90033,-118.1968646,34.0526028,53.02,92.89,86.68,0.0,98.33,62.47,87.5,46.0
3236,Los Angeles,91331,-118.4286916,34.2639207,82.1,66.23,71.95,0.0,68.54,81.27,80.59,46.68
7505,Merced ,93620,-120.6220705,36.9746245,77.87,92.89,11.29,76.42,0.74,95.42,93.35,94.73
10787,San Bernardino,92377,-117.430224,34.1528486,98.18,92.89,59.18,30.57,51.67,50.42,31.14,72.27
4516,Kings ,93239,-119.7891118,36.01376,85.21,95.3,6.81,91.83,10.62,72.87,86.25,82.98
6964,Contra Costa,94804,-122.3229975,37.9159913,7.58,30.7,79.88,0.0,85.93,98.48,79.75,73.88
5820,Orange ,92701,-117.8596881,33.7522099,53.02,52.61,86.26,0.0,98.75,56.85,91.01,26.7
7644,Kern ,93308,-119.0360588,35.4163342,91.1,99.64,66.58,0.0,33.73,85.72,96.52,87.2
3061,Los Angeles,90065,-118.2226256,34.0922029,53.02,92.89,82.04,0.0,40.31,78.29,88.91,47.2
5095,Riverside ,92507,-117.3545298,33.9685095,98.18,83.99,63.09,9.07,42.36,58.47,90.47,45.82
5464,Los Angeles,90018,-118.3230172,34.0326941,53.02,92.89,78.44,0.0,99.61,90.56,94.12,76.59
4485,Sacramento ,95828,-121.4190446,38.4995505,60.88,40.92,50.08,0.0,45.44,89.69,90.8,88.98
3123,Los Angeles,90220,-118.2473437,33.8995257,40.49,81.66,57.83,39.89,37.29,91.22,54.58,83.03
2383,San Joaquin,95205,-121.2685355,37.9651247,53.02,94.2,52.67,0.0,36.75,91.01,94.47,92.66
3791,Los Angeles,90013,-118.2477263,34.04755,53.02,92.89,97.83,0.0,45.32,90.19,60.93,18.75
3526,Los Angeles,90047,-118.3013342,33.9784618,53.02,81.66,49.15,0.0,79.31,91.83,84.7,61.24
3978,Los Angeles,90601,-118.0474017,33.9819778,53.02,81.66,61.0,0.0,20.93,72.12,75.81,87.38
7145,Los Angeles,90660,-118.0944003,33.9594036,53.02,81.66,75.17,0.0,96.38,66.1,38.53,91.41
6339,Santa Clara,95112,-121.8927423,37.358556,16.94,52.61,91.75,0.0,82.2,70.94,59.97,65.33
4495,San Bernardino,92404,-117.2535665,34.1392095,100.0,81.66,47.21,0.0,82.19,96.33,92.61,97.38
8210,Los Angeles,91732,-118.0058397,34.0966686,69.23,66.23,48.45,23.68,56.07,61.33,58.48,38.84
3308,Riverside ,92553,-117.2480601,33.919149,98.18,92.89,79.51,0.0,42.81,82.21,91.8,84.8
7165,Los Angeles,90806,-118.197509,33.7998434,31.84,66.23,83.63,0.0,56.66,92.76,59.97,85.0
6507,San Joaquin,95376,-121.4207353,37.7521308,73.93,52.61,64.87,62.43,54.72,92.66,63.33,77.07
6256,San Joaquin,95207,-121.3238468,37.983791,53.02,94.0,56.8,20.78,65.13,78.1,85.05,54.98
3861,Stanislaus ,95351,-121.0172914,37.6170322,73.93,92.89,22.15,0.0,35.86,92.15,98.78,99.02
3787,Los Angeles,90044,-118.2861548,33.9621528,53.02,81.66,75.51,0.0,98.67,81.98,99.33,58.45
5348,San Bernardino,91764,-117.62795,34.0845072,91.1,92.89,93.02,5.23,99.39,75.94,81.48,77.14
1276,Fresno ,93710,-119.7423113,36.8188039,98.18,97.22,88.82,74.27,35.24,87.11,98.78,35.81
4779,Los Angeles,90813,-118.1785058,33.778974,31.84,66.23,99.86,0.0,62.45,93.06,98.89,74.82
5074,Los Angeles,91744,-117.9214946,34.0302293,69.23,66.23,68.54,27.25,43.87,63.53,61.77,60.03
4510,Los Angeles,90745,-118.2550214,33.8155623,31.84,66.23,74.14,0.0,27.74,64.79,67.66,66.7
5067,Sacramento ,95824,-121.4600558,38.5176604,60.88,40.92,50.32,0.0,89.23,89.94,87.5,75.76
3404,Contra Costa,94806,-122.3520845,37.9610592,7.58,17.81,88.25,45.71,15.42,96.53,81.22,90.56
4933,Fresno ,93705,-119.827823,36.7758683,91.1,97.22,91.26,0.0,24.14,95.8,87.68,85.85
3822,Stanislaus ,95358,-121.1441905,37.6499309,73.93,92.89,18.98,97.54,18.1,83.39,42.16,91.45
6805,Los Angeles,90745,-118.2825106,33.8387785,31.84,69.14,73.23,20.15,92.33,69.53,46.47,74.21
3626,Riverside ,92509,-117.4071313,33.9943219,98.18,93.64,60.2,0.0,24.23,64.08,84.34,90.13
3200,Riverside ,92553,-117.2567772,33.9191537,98.18,92.89,79.51,0.0,44.6,82.21,87.78,84.8
9584,Orange ,92801,-117.933024,33.8507453,53.02,66.23,82.12,0.0,99.29,57.47,90.47,71.77
7750,Fresno ,93662,-119.6260162,36.5935943,98.18,97.49,56.83,89.13,5.61,91.61,61.04,83.07
4821,Los Angeles,90044,-118.2861074,33.9660436,53.02,81.66,77.82,0.0,99.57,80.56,99.07,55.25
5530,San Bernardino,91762,-117.6754429,34.0687514,91.1,92.89,90.78,6.48,57.12,51.45,83.58,56.26
4946,San Diego,92113,-117.1134902,32.6986004,22.34,66.23,87.28,0.0,53.35,97.23,97.49,70.78
3878,Los Angeles,90255,-118.2273157,33.9631931,40.49,81.66,74.37,0.0,54.41,60.23,90.71,74.84
4705,Los Angeles,90602,-118.0408524,33.9717393,53.02,81.66,61.0,0.0,35.53,83.37,85.25,97.74
9483,Riverside ,92553,-117.270282,33.9329093,98.18,92.89,79.49,0.0,70.64,81.96,58.89,84.54
5116,Kern ,93313,-119.0458982,35.3174932,98.18,99.64,87.47,0.0,62.63,74.92,59.07,71.46
4635,San Bernardino,91763,-117.7067071,34.0703739,85.21,92.89,89.86,38.09,6.97,81.87,64.94,92.94
5042,Los Angeles,90059,-118.2557254,33.9176122,40.49,81.66,74.16,0.0,47.24,86.68,57.6,68.28
2837,Los Angeles,90805,-118.1532085,33.8644752,31.84,69.14,66.4,46.99,63.63,80.28,55.31,63.75
4239,San Joaquin,95215,-121.2192849,37.9618698,60.88,94.2,37.51,89.75,12.32,60.58,94.9,76.36
9406,Tulare ,93647,-119.2875202,36.5436858,98.18,94.96,18.61,82.62,4.8,57.0,97.03,73.64
4061,Merced ,95348,-120.4948113,37.3196623,82.1,92.89,72.83,34.66,39.28,91.71,95.55,97.14
2201,Los Angeles,90026,-118.2658492,34.0619781,53.02,92.89,97.71,0.0,69.27,40.09,92.88,13.63
4218,Fresno ,93705,-119.8353599,36.7901386,91.1,97.22,90.11,0.0,22.0,97.32,86.9,91.39
3580,Los Angeles,90022,-118.1623741,34.0238371,53.02,81.66,94.55,0.0,40.04,71.81,96.39,88.88
3231,Los Angeles,90038,-118.3192272,34.0855323,60.88,92.89,90.59,0.0,84.6,62.21,85.72,62.16
4402,Stanislaus ,95350,-120.9842758,37.673238,73.93,92.89,46.31,63.82,54.43,85.85,78.63,80.06
6309,Los Angeles,90201,-118.1839766,33.9747696,53.02,81.66,70.5,0.0,67.18,52.86,91.33,73.79
5181,Los Angeles,90813,-118.1741618,33.7789756,31.84,66.23,99.8,0.0,69.8,95.46,92.88,84.04
2385,Alameda ,94607,-122.2963076,37.8063512,7.58,30.7,98.92,0.0,54.93,99.26,81.09,29.7
4466,San Diego,91910,-117.1094056,32.6421028,25.87,66.23,45.33,0.0,84.42,65.05,91.67,50.8
4191,Los Angeles,90650,-118.0639397,33.8912309,53.02,69.14,85.41,0.0,22.72,61.35,63.13,85.69
3477,Los Angeles,90006,-118.2978915,34.0508743,60.88,92.89,85.3,0.0,79.97,65.05,95.11,36.94
3312,Riverside ,92503,-117.4726482,33.9516995,91.1,93.64,23.65,0.0,60.92,51.81,73.76,71.19
5171,Los Angeles,90805,-118.1926968,33.8563177,31.84,69.14,83.43,19.6,41.3,88.38,83.05,80.64
3926,Los Angeles,90242,-118.1262274,33.9218213,40.49,81.66,72.32,0.0,46.62,47.21,79.57,49.21
4252,Los Angeles,91770,-118.0708948,34.0859512,64.8,66.23,65.59,47.58,59.92,38.44,69.18,32.29
6192,Los Angeles,90008,-118.3530792,34.0170719,53.02,81.66,74.5,0.0,74.62,89.76,92.88,37.88
5658,Los Angeles,91706,-117.9770768,34.0971898,69.23,66.23,70.73,0.0,85.1,71.62,39.46,79.04
2675,Los Angeles,90044,-118.2893094,33.9783023,53.02,81.66,79.39,0.0,59.81,95.75,95.02,90.13
6702,Riverside ,92504,-117.4081832,33.9380023,98.18,81.66,71.2,38.68,87.39,72.51,81.48,67.87
6288,Los Angeles,90037,-118.2979984,33.9920924,53.02,83.99,62.53,0.0,71.54,71.13,93.84,37.53
4645,San Bernardino,91764,-117.6056182,34.0740868,91.1,92.89,93.58,14.54,93.14,77.26,62.41,82.17
5153,Los Angeles,90806,-118.1964734,33.7934906,31.84,66.23,83.63,0.0,64.28,87.27,89.82,68.38
7453,Los Angeles,91767,-117.7432184,34.0696836,82.1,92.89,81.13,0.0,82.5,85.38,69.4,67.57
3421,Los Angeles,91732,-118.0061894,34.0685045,64.8,66.23,73.49,0.0,95.09,73.57,70.06,53.26
4561,Stanislaus ,95307,-120.9450461,37.5877211,77.87,92.89,59.23,74.38,74.09,49.89,82.83,88.27
3803,Riverside ,92553,-117.2406622,33.9354567,98.18,92.89,45.8,0.0,89.4,76.67,97.03,76.14
4903,San Joaquin,95204,-121.2928911,37.9747159,53.02,94.0,53.68,0.0,55.45,74.35,69.49,54.63
4219,Los Angeles,91331,-118.4088637,34.2625316,77.87,66.23,55.88,0.0,53.01,81.27,85.62,46.68
5804,Fresno ,93630,-120.1192112,36.7082365,85.21,94.67,15.37,95.43,3.42,66.0,82.7,81.89
3670,San Joaquin,95240,-121.2524178,38.1263177,60.88,66.27,35.3,81.37,42.82,54.71,95.46,67.25
3140,Los Angeles,90007,-118.2799814,34.0351392,53.02,92.89,94.04,0.0,99.74,62.27,95.02,50.55
4306,Alameda ,94603,-122.1803623,37.744613,7.58,30.7,86.88,0.0,13.81,99.02,89.69,89.12
4822,Los Angeles,91401,-118.4443453,34.1835838,77.87,66.23,77.32,0.0,78.66,66.1,94.78,96.2
1827,Los Angeles,90255,-118.2082753,33.9742767,53.02,81.66,71.35,0.0,70.27,59.94,81.99,73.58
4502,Los Angeles,90029,-118.3059569,34.0863828,60.88,92.89,90.59,0.0,97.1,65.47,83.86,58.23
3952,Stanislaus ,95380,-120.9439974,37.4851794,82.1,92.89,32.47,89.65,27.82,56.93,64.3,73.27
5227,Los Angeles,91706,-117.9632149,34.0808733,69.23,66.23,70.86,0.0,28.69,71.62,65.13,79.04
2880,San Francisco,94130,-122.419701,37.8619483,7.58,30.7,99.27,0.0,97.79,91.52,93.24,56.5
9923,Merced ,93635,-120.855277,37.0847273,69.23,92.89,18.25,83.73,7.37,95.85,83.86,98.93
10966,Imperial ,92231,-115.4952025,32.6969128,73.93,69.14,10.06,90.3,17.3,57.6,75.46,92.49
4776,Los Angeles,91733,-118.0346511,34.0595281,64.8,81.66,68.24,0.0,48.24,38.1,96.96,22.34
2999,Los Angeles,90043,-118.3286609,33.9817876,53.02,81.66,49.15,0.0,73.29,97.26,99.76,68.45
1920,Los Angeles,90255,-118.1910856,33.9845559,53.02,81.66,70.5,0.0,77.03,50.94,93.19,60.73
5483,Los Angeles,90706,-118.1382198,33.8736738,40.49,81.66,66.4,45.81,91.41,82.45,79.57,79.92
4306,Los Angeles,90016,-118.3490693,34.0277561,53.02,81.66,74.5,0.0,96.87,92.92,44.17,74.21
3887,Los Angeles,90044,-118.2861364,33.9726959,53.02,81.66,79.39,0.0,98.8,80.24,91.11,55.67
5021,Los Angeles,90017,-118.2683015,34.05073,53.02,92.89,97.71,0.0,97.86,58.12,89.69,14.35
4871,San Bernardino,92316,-117.3768768,34.0768408,98.18,92.89,77.2,0.0,71.99,72.43,65.38,86.49
3303,Sacramento ,95823,-121.4394836,38.5002139,60.88,40.92,47.93,0.0,77.35,91.9,84.86,85.95
1226,Riverside ,92507,-117.3520326,33.9971131,98.18,92.89,95.4,0.0,94.28,69.6,77.0,61.0
5370,Los Angeles,90810,-118.2140846,33.8071157,31.84,66.23,88.05,0.0,75.6,78.58,58.16,66.09
4037,Los Angeles,91405,-118.4530799,34.1975155,77.87,66.23,55.23,0.0,78.47,92.58,81.81,95.16
5087,Los Angeles,90506,-118.3393815,33.8829956,40.49,81.66,68.67,69.98,68.34,81.37,42.6,70.91
5962,Contra Costa,94801,-122.3624287,37.9410164,7.58,20.16,94.24,0.0,6.77,99.88,85.41,85.18
2168,Los Angeles,90022,-118.155189,34.0294615,53.02,81.66,88.76,0.0,50.48,71.81,78.04,88.88
4900,Los Angeles,90650,-118.0648469,33.9126443,53.02,81.66,85.41,0.0,80.22,61.78,44.81,86.06
4303,Los Angeles,91340,-118.4389293,34.2703268,82.1,66.23,73.93,0.0,86.99,70.33,67.66,12.28
2777,Los Angeles,90248,-118.3022069,33.8701634,31.84,81.66,74.85,10.25,57.43,77.02,25.53,76.66
4208,Los Angeles,91331,-118.415214,34.2684745,82.1,66.23,49.78,0.0,63.59,81.27,99.02,46.68
3926,Los Angeles,90037,-118.2981841,33.9974228,53.02,92.89,60.73,0.0,65.01,79.19,83.75,54.22
9260,Riverside ,92570,-117.2305725,33.7831506,98.18,83.99,38.11,0.0,60.9,58.37,92.82,89.64
4023,Los Angeles,90660,-118.0662039,34.0117536,53.02,81.66,71.64,0.0,95.46,67.11,52.23,89.12
5969,San Bernardino,92376,-117.375879,34.1195504,98.18,92.89,45.39,0.0,54.78,87.41,84.41,98.49
5658,Orange ,90680,-117.9888565,33.8102448,53.02,66.23,33.83,66.93,76.78,42.2,86.49,29.93
5695,Riverside ,92882,-117.5888049,33.8785015,85.21,92.89,94.71,0.0,94.87,33.79,96.73,83.69
3761,Kings ,93212,-119.5542173,36.119739,91.1,98.6,15.78,84.59,3.65,85.85,95.86,85.69
1257,San Bernardino,92311,-117.0327115,34.9077413,85.21,8.99,49.65,57.69,26.43,99.95,85.47,99.91
3337,San Diego,92020,-116.9711319,32.8149714,40.49,66.23,57.37,0.0,72.48,65.98,64.63,72.38
4856,Los Angeles,90007,-118.280016,34.0262403,53.02,92.89,94.04,0.0,97.67,66.84,99.86,59.07
6816,San Diego,91950,-117.1150589,32.6564826,25.87,69.14,95.49,0.0,80.42,13.76,84.34,56.84
2995,Los Angeles,90057,-118.2770843,34.059675,53.02,92.89,97.71,0.0,67.78,68.96,97.88,46.68
3571,Los Angeles,90057,-118.2741645,34.066049,53.02,92.89,97.71,0.0,71.42,41.7,92.5,14.94
2780,Los Angeles,91733,-118.060117,34.0344665,53.02,81.66,68.24,40.13,90.04,62.69,50.7,62.0
2803,Los Angeles,91770,-118.0747627,34.0592472,60.88,81.66,71.82,0.0,58.15,38.44,86.55,32.29
5891,Los Angeles,90650,-118.0880792,33.9054717,53.02,81.66,80.35,10.04,30.13,72.41,59.35,94.38
3594,Fresno ,93728,-119.8037024,36.7585393,91.1,97.22,96.45,0.0,19.35,96.09,80.41,78.64
3159,Sacramento ,95814,-121.4823108,38.5834331,53.02,40.92,71.8,0.0,20.07,89.91,75.7,83.07
2293,Sacramento ,95829,-121.3406904,38.5003097,64.8,40.92,27.93,66.76,38.21,50.06,63.13,46.24
3514,Los Angeles,91331,-118.4162955,34.2465705,77.87,66.23,70.06,0.0,51.4,81.27,90.01,46.68
3937,Kern ,93249,-119.7746623,35.6497752,82.1,84.06,4.8,83.62,8.99,38.84,95.75,55.09
3197,Los Angeles,91706,-117.9489743,34.1033004,73.93,66.23,71.6,0.0,24.95,71.62,74.63,79.04
15579,Kern ,93307,-119.0038623,35.271205,98.18,99.86,33.5,93.52,25.39,88.98,86.25,86.62
3873,Los Angeles,90006,-118.3045035,34.0490294,60.88,92.89,85.3,0.0,71.34,65.05,93.19,36.94
6158,Los Angeles,90802,-118.1867636,33.7723836,31.84,66.23,99.99,38.43,28.96,81.06,90.66,51.71
3507,Los Angeles,90018,-118.3046372,34.0348455,53.02,92.89,78.44,0.0,99.15,77.7,86.37,48.29
7225,Los Angeles,91766,-117.7604508,34.0477052,82.1,92.89,69.77,0.0,24.15,78.94,83.86,76.95
5265,Santa Clara,95131,-121.8957703,37.376939,16.94,52.61,91.74,0.0,88.43,40.88,69.3,43.75
3647,Los Angeles,90201,-118.1906245,33.9662404,53.02,81.66,70.5,0.0,53.26,53.9,92.82,75.41
5641,Contra Costa,94565,-121.8917858,38.0264843,22.34,17.81,42.53,0.0,14.14,98.83,75.81,97.03
3417,Los Angeles,90016,-118.3467706,34.0184552,53.02,81.66,74.5,7.51,62.84,78.39,90.8,29.06
5477,Sacramento ,95815,-121.4270027,38.6046274,64.8,40.92,52.01,0.0,49.13,89.64,91.19,53.86
2647,Los Angeles,90038,-118.3277048,34.0852963,60.88,83.99,90.59,0.0,82.58,54.84,68.49,47.76
3835,Los Angeles,91744,-117.9032402,34.0095219,69.23,66.23,76.64,0.0,51.42,56.41,80.11,50.62
4599,Fresno ,93705,-119.8222476,36.78763,91.1,97.22,90.11,0.0,22.85,97.32,95.65,91.39
6896,Los Angeles,90723,-118.1514235,33.8928037,40.49,81.66,64.68,0.0,30.97,59.27,64.1,67.96
2377,Sacramento ,95818,-121.5063658,38.5693327,53.02,40.92,81.8,0.0,86.6,74.63,62.69,63.75
6835,Los Angeles,90650,-118.07318,33.9087246,53.02,81.66,84.48,0.0,75.86,72.41,72.57,94.38
7162,Imperial ,92227,-115.5223739,32.9902904,69.23,17.81,20.81,72.3,18.52,98.28,95.6,82.08
5674,Fresno ,93704,-119.7950446,36.7722645,91.1,97.22,96.1,0.0,48.59,86.22,77.32,50.55
3866,Los Angeles,90280,-118.2221109,33.961166,40.49,81.66,75.69,0.0,64.93,43.4,88.59,75.89
3824,Los Angeles,90037,-118.2893753,34.0145635,53.02,92.89,93.8,0.0,78.11,76.0,91.11,49.52
7126,Los Angeles,90745,-118.2697206,33.8293509,31.84,69.14,73.23,0.0,41.15,69.53,47.98,74.21
3616,Los Angeles,90044,-118.2948084,33.9784675,53.02,81.66,75.66,0.0,61.36,95.75,81.89,90.13
4827,San Bernardino,91762,-117.6753207,34.0448163,85.21,92.89,84.62,32.65,43.71,74.49,55.54,89.25
5499,Los Angeles,90810,-118.212716,33.801549,31.84,66.23,87.53,0.0,74.18,78.46,70.94,65.47
3501,Los Angeles,91744,-117.9608384,34.0395089,69.23,69.14,56.98,0.0,57.98,77.51,61.5,80.99
2365,Los Angeles,91352,-118.3955564,34.2276073,77.87,81.66,71.3,0.0,93.95,83.12,59.12,56.09
3405,Tulare ,93618,-119.3924612,36.5293483,98.18,97.49,25.82,96.61,7.96,46.13,86.25,69.62
6231,San Bernardino,91762,-117.6611549,34.0526197,91.1,92.89,84.69,48.51,28.02,77.88,74.85,92.07
5193,Tulare ,93618,-119.3857111,36.5617547,98.18,97.49,19.65,96.92,16.73,44.51,86.9,65.19
3876,Riverside ,91752,-117.5161423,34.0222888,91.1,94.96,76.18,0.0,71.89,24.76,73.19,48.07
5466,San Bernardino,92335,-117.4400681,34.0848456,98.18,92.89,89.98,0.0,35.36,81.65,90.95,93.07
5001,Contra Costa,94565,-121.8936219,38.0214503,22.34,17.81,57.57,0.0,76.89,98.83,72.68,97.03
5739,Merced ,95340,-120.3392864,37.355853,82.1,92.89,10.07,77.39,3.81,98.53,92.32,100.0
6335,Merced ,95341,-120.4449003,37.2869017,82.1,92.89,48.62,52.7,36.26,87.69,92.07,92.71
3660,San Francisco,94124,-122.3900882,37.7215929,7.58,30.7,98.07,0.0,36.66,97.97,80.59,69.26
4017,Riverside ,92505,-117.4691482,33.9042171,91.1,92.89,79.66,0.0,89.51,50.59,70.38,63.96
5237,Orange ,92831,-117.9022903,33.8615748,53.02,66.23,81.41,0.0,98.31,43.54,71.68,43.0
6978,Fresno ,93608,-120.2392392,36.5557643,82.1,94.69,7.85,93.49,1.85,53.71,96.9,88.12
4677,San Bernardino,92410,-117.3460354,34.111535,98.18,92.89,39.74,0.0,21.27,86.2,84.78,87.38
4403,Los Angeles,90019,-118.3114921,34.0417457,53.02,92.89,85.3,0.0,73.53,63.55,99.02,37.69
2962,Solano ,94590,-122.2449025,38.0900421,16.94,17.81,26.32,34.14,49.45,99.3,75.56,93.57
6272,Los Angeles,91402,-118.4323396,34.2188821,77.87,66.23,55.37,0.0,76.71,87.2,78.63,67.4
2376,Sacramento ,95818,-121.4903061,38.5652846,53.02,40.92,85.46,0.0,75.23,72.27,77.93,60.58
7416,Kern ,93280,-119.3509151,35.5738555,91.1,99.64,12.0,91.69,7.26,38.17,84.86,67.96
10325,San Mateo,94303,-122.1238259,37.4667198,11.08,40.92,46.11,0.0,86.92,78.44,67.83,46.96
3856,Los Angeles,91205,-118.2484454,34.1444791,69.23,81.66,71.41,0.0,64.03,33.28,84.86,60.24
